project_id,service,sku_description,usage_start_time,usage_end_time,usage_amount,cost
project-beta,Cloud SQL,db-f1-micro,2025-05-04,2025-05-04,32.88,43.45
project-beta,Kubernetes Engine,GKE Nodes,2025-05-04,2025-05-04,19.18,8.19
project-alpha,Compute Engine,n2-highmem-8,2025-05-05,2025-05-05,6.71,7.35
project-alpha,Cloud Storage,Standard Storage,2025-05-05,2025-05-05,21.44,40.78
project-alpha,BigQuery,Query Processing,2025-05-05,2025-05-05,32.1,17.64
project-alpha,Cloud SQL,db-f1-micro,2025-05-05,2025-05-05,21.41,24.78
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-05,2025-05-05,6.37,0.89
project-beta,Compute Engine,e2-standard-2,2025-05-05,2025-05-05,9.41,9.45
project-beta,Cloud Storage,Egress,2025-05-05,2025-05-05,14.37,19.12
project-beta,BigQuery,Active Storage,2025-05-05,2025-05-05,42.18,10.46
project-beta,Cloud SQL,db-f1-micro,2025-05-05,2025-05-05,17.05,25.81
project-beta,Kubernetes Engine,GKE Nodes,2025-05-05,2025-05-05,23.45,23.2
project-alpha,Compute Engine,n2-standard-4,2025-05-06,2025-05-06,3.02,5.93
project-alpha,Cloud Storage,Nearline Storage,2025-05-06,2025-05-06,19.67,31.64
project-alpha,BigQuery,Query Processing,2025-05-06,2025-05-06,28.84,3.72
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-06,2025-05-06,45.52,66.3
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-06,2025-05-06,13.5,12.09
project-beta,Compute Engine,n2-highmem-8,2025-05-06,2025-05-06,5.92,6.6
project-beta,Cloud Storage,Egress,2025-05-06,2025-05-06,6.0,5.52
project-beta,BigQuery,Active Storage,2025-05-06,2025-05-06,10.88,15.45
project-beta,Cloud SQL,db-f1-micro,2025-05-06,2025-05-06,37.35,39.33
project-beta,Kubernetes Engine,GKE Nodes,2025-05-06,2025-05-06,33.98,67.52
project-alpha,Compute Engine,n2-highmem-8,2025-05-07,2025-05-07,47.84,8.58
project-alpha,Cloud Storage,Egress,2025-05-07,2025-05-07,44.46,35.82
project-alpha,BigQuery,Query Processing,2025-05-07,2025-05-07,36.16,4.59
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-07,2025-05-07,8.7,6.37
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-07,2025-05-07,40.46,63.55
project-beta,Compute Engine,e2-standard-2,2025-05-07,2025-05-07,45.79,74.31
project-beta,Cloud Storage,Nearline Storage,2025-05-07,2025-05-07,11.2,14.2
project-beta,BigQuery,Active Storage,2025-05-07,2025-05-07,23.77,17.34
project-beta,Cloud SQL,db-n1-standard-2,2025-05-07,2025-05-07,6.17,0.74
project-beta,Kubernetes Engine,GKE Nodes,2025-05-07,2025-05-07,9.11,9.9
project-alpha,Compute Engine,n2-standard-4,2025-05-08,2025-05-08,38.08,60.39
project-alpha,Cloud Storage,Standard Storage,2025-05-08,2025-05-08,32.87,33.92
project-alpha,BigQuery,Active Storage,2025-05-08,2025-05-08,17.42,8.97
project-alpha,Cloud SQL,db-f1-micro,2025-05-08,2025-05-08,27.28,35.08
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-08,2025-05-08,39.79,79.55
project-beta,Compute Engine,n2-highmem-8,2025-05-08,2025-05-08,23.1,24.35
project-beta,Cloud Storage,Egress,2025-05-08,2025-05-08,20.29,23.81
project-beta,BigQuery,Query Processing,2025-05-08,2025-05-08,20.6,7.18
project-beta,Cloud SQL,db-f1-micro,2025-05-08,2025-05-08,19.76,36.51
project-beta,Kubernetes Engine,GKE Nodes,2025-05-08,2025-05-08,18.02,8.1
project-alpha,Compute Engine,e2-standard-2,2025-05-09,2025-05-09,28.11,22.29
project-alpha,Cloud Storage,Standard Storage,2025-05-09,2025-05-09,44.01,58.06
project-alpha,BigQuery,Active Storage,2025-05-09,2025-05-09,26.61,6.9
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-09,2025-05-09,42.67,61.93
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-09,2025-05-09,2.42,3.29
project-beta,Compute Engine,e2-standard-2,2025-05-09,2025-05-09,41.5,23.67
project-beta,Cloud Storage,Egress,2025-05-09,2025-05-09,5.42,4.7
project-beta,BigQuery,Query Processing,2025-05-09,2025-05-09,36.98,17.25
project-beta,Cloud SQL,db-f1-micro,2025-05-09,2025-05-09,23.51,24.75
project-beta,Kubernetes Engine,GKE Nodes,2025-05-09,2025-05-09,27.87,55.04
project-alpha,Compute Engine,e2-standard-2,2025-05-10,2025-05-10,29.62,43.78
project-alpha,Cloud Storage,Standard Storage,2025-05-10,2025-05-10,10.02,12.42
project-alpha,BigQuery,Active Storage,2025-05-10,2025-05-10,38.73,9.77
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-10,2025-05-10,26.39,37.33
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-10,2025-05-10,4.49,4.11
project-beta,Compute Engine,n2-highmem-8,2025-05-10,2025-05-10,29.12,13.06
project-beta,Cloud Storage,Standard Storage,2025-05-10,2025-05-10,13.01,3.48
project-beta,BigQuery,Active Storage,2025-05-10,2025-05-10,15.56,18.0
project-beta,Cloud SQL,db-n1-standard-2,2025-05-10,2025-05-10,38.58,31.37
project-beta,Kubernetes Engine,GKE Nodes,2025-05-10,2025-05-10,42.05,11.21
project-alpha,Compute Engine,n2-standard-4,2025-05-11,2025-05-11,49.48,78.27
project-alpha,Cloud Storage,Egress,2025-05-11,2025-05-11,11.29,22.11
project-alpha,BigQuery,Active Storage,2025-05-11,2025-05-11,13.46,8.16
project-alpha,Cloud SQL,db-f1-micro,2025-05-11,2025-05-11,16.99,4.96
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-11,2025-05-11,18.8,18.78
project-beta,Compute Engine,n2-highmem-8,2025-05-11,2025-05-11,1.79,1.48
project-beta,Cloud Storage,Nearline Storage,2025-05-11,2025-05-11,2.56,1.06
project-beta,BigQuery,Active Storage,2025-05-11,2025-05-11,27.41,52.76
project-beta,Cloud SQL,db-f1-micro,2025-05-11,2025-05-11,43.82,68.8
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-11,2025-05-11,47.14,22.25
project-alpha,Compute Engine,n2-standard-4,2025-05-12,2025-05-12,7.58,13.52
project-alpha,Cloud Storage,Standard Storage,2025-05-12,2025-05-12,4.15,2.58
project-alpha,BigQuery,Query Processing,2025-05-12,2025-05-12,18.35,3.25
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-12,2025-05-12,26.28,33.29
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-12,2025-05-12,43.0,37.53
project-beta,Compute Engine,e2-standard-2,2025-05-12,2025-05-12,26.34,28.46
project-beta,Cloud Storage,Nearline Storage,2025-05-12,2025-05-12,45.47,17.57
project-beta,BigQuery,Active Storage,2025-05-12,2025-05-12,8.49,2.1
project-beta,Cloud SQL,db-n1-standard-2,2025-05-12,2025-05-12,47.22,63.96
project-beta,Kubernetes Engine,GKE Nodes,2025-05-12,2025-05-12,47.69,22.68
project-alpha,Compute Engine,e2-standard-2,2025-05-13,2025-05-13,43.08,15.58
project-alpha,Cloud Storage,Nearline Storage,2025-05-13,2025-05-13,36.05,58.88
project-alpha,BigQuery,Active Storage,2025-05-13,2025-05-13,43.78,64.19
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-13,2025-05-13,46.94,57.15
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-13,2025-05-13,17.19,6.29
project-beta,Compute Engine,e2-standard-2,2025-05-13,2025-05-13,3.35,1.16
project-beta,Cloud Storage,Standard Storage,2025-05-13,2025-05-13,39.56,34.21
project-beta,BigQuery,Query Processing,2025-05-13,2025-05-13,18.05,4.79
project-beta,Cloud SQL,db-f1-micro,2025-05-13,2025-05-13,45.75,17.48
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-13,2025-05-13,33.56,66.08
project-alpha,Compute Engine,n2-highmem-8,2025-05-14,2025-05-14,15.02,17.39
project-alpha,Cloud Storage,Egress,2025-05-14,2025-05-14,24.06,12.08
project-alpha,BigQuery,Active Storage,2025-05-14,2025-05-14,28.09,55.34
project-alpha,Cloud SQL,db-f1-micro,2025-05-14,2025-05-14,18.79,37.31
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-14,2025-05-14,23.61,8.38
project-beta,Compute Engine,e2-standard-2,2025-05-14,2025-05-14,7.59,4.83
project-beta,Cloud Storage,Standard Storage,2025-05-14,2025-05-14,29.87,30.17
project-beta,BigQuery,Active Storage,2025-05-14,2025-05-14,24.57,37.37
project-beta,Cloud SQL,db-f1-micro,2025-05-14,2025-05-14,45.65,12.87
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-14,2025-05-14,40.59,36.57
project-alpha,Compute Engine,n2-standard-4,2025-05-15,2025-05-15,32.2,16.66
project-alpha,Cloud Storage,Standard Storage,2025-05-15,2025-05-15,48.55,96.62
project-alpha,BigQuery,Active Storage,2025-05-15,2025-05-15,18.96,11.59
project-alpha,Cloud SQL,db-f1-micro,2025-05-15,2025-05-15,30.06,3.55
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-15,2025-05-15,22.63,12.14
project-beta,Compute Engine,n2-standard-4,2025-05-15,2025-05-15,4.87,2.35
project-beta,Cloud Storage,Standard Storage,2025-05-15,2025-05-15,14.53,16.45
project-beta,BigQuery,Active Storage,2025-05-15,2025-05-15,47.93,25.76
project-beta,Cloud SQL,db-n1-standard-2,2025-05-15,2025-05-15,7.27,6.95
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-15,2025-05-15,48.29,25.59
project-alpha,Compute Engine,n2-highmem-8,2025-05-16,2025-05-16,22.22,38.57
project-alpha,Cloud Storage,Nearline Storage,2025-05-16,2025-05-16,6.83,4.43
project-alpha,BigQuery,Active Storage,2025-05-16,2025-05-16,25.86,26.95
project-alpha,Cloud SQL,db-f1-micro,2025-05-16,2025-05-16,4.51,8.18
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-16,2025-05-16,5.5,3.74
project-beta,Compute Engine,n2-standard-4,2025-05-16,2025-05-16,35.42,42.04
project-beta,Cloud Storage,Nearline Storage,2025-05-16,2025-05-16,2.85,5.14
project-beta,BigQuery,Query Processing,2025-05-16,2025-05-16,44.43,74.77
project-beta,Cloud SQL,db-n1-standard-2,2025-05-16,2025-05-16,2.0,3.28
project-beta,Kubernetes Engine,GKE Nodes,2025-05-16,2025-05-16,3.35,0.87
project-alpha,Compute Engine,e2-standard-2,2025-05-17,2025-05-17,9.42,13.17
project-alpha,Cloud Storage,Nearline Storage,2025-05-17,2025-05-17,44.07,64.21
project-alpha,BigQuery,Active Storage,2025-05-17,2025-05-17,23.32,9.27
project-alpha,Cloud SQL,db-f1-micro,2025-05-17,2025-05-17,29.93,14.3
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-17,2025-05-17,34.79,40.95
project-beta,Compute Engine,n2-standard-4,2025-05-17,2025-05-17,20.41,16.39
project-beta,Cloud Storage,Standard Storage,2025-05-17,2025-05-17,32.38,4.38
project-beta,BigQuery,Active Storage,2025-05-17,2025-05-17,37.63,47.41
project-beta,Cloud SQL,db-n1-standard-2,2025-05-17,2025-05-17,40.35,67.56
project-beta,Kubernetes Engine,GKE Nodes,2025-05-17,2025-05-17,36.64,67.95
project-alpha,Compute Engine,n2-standard-4,2025-05-18,2025-05-18,29.42,18.58
project-alpha,Cloud Storage,Standard Storage,2025-05-18,2025-05-18,16.19,19.0
project-alpha,BigQuery,Query Processing,2025-05-18,2025-05-18,40.64,73.83
project-alpha,Cloud SQL,db-f1-micro,2025-05-18,2025-05-18,45.79,88.45
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-18,2025-05-18,40.07,78.06
project-beta,Compute Engine,n2-highmem-8,2025-05-18,2025-05-18,48.97,88.37
project-beta,Cloud Storage,Egress,2025-05-18,2025-05-18,46.29,43.62
project-beta,BigQuery,Active Storage,2025-05-18,2025-05-18,10.06,5.97
project-beta,Cloud SQL,db-n1-standard-2,2025-05-18,2025-05-18,48.14,63.83
project-beta,Kubernetes Engine,GKE Nodes,2025-05-18,2025-05-18,14.09,2.46
project-alpha,Compute Engine,n2-standard-4,2025-05-19,2025-05-19,2.93,3.56
project-alpha,Cloud Storage,Standard Storage,2025-05-19,2025-05-19,30.41,30.82
project-alpha,BigQuery,Active Storage,2025-05-19,2025-05-19,12.64,23.98
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-19,2025-05-19,33.79,32.44
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-19,2025-05-19,36.28,54.14
project-beta,Compute Engine,n2-highmem-8,2025-05-19,2025-05-19,30.47,30.07
project-beta,Cloud Storage,Nearline Storage,2025-05-19,2025-05-19,25.81,32.09
project-beta,BigQuery,Active Storage,2025-05-19,2025-05-19,5.21,7.05
project-beta,Cloud SQL,db-n1-standard-2,2025-05-19,2025-05-19,31.0,40.95
project-beta,Kubernetes Engine,GKE Nodes,2025-05-19,2025-05-19,15.03,18.04
project-alpha,Compute Engine,e2-standard-2,2025-05-20,2025-05-20,11.91,8.45
project-alpha,Cloud Storage,Standard Storage,2025-05-20,2025-05-20,30.26,40.13
project-alpha,BigQuery,Query Processing,2025-05-20,2025-05-20,34.51,57.51
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-20,2025-05-20,46.26,56.74
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-20,2025-05-20,44.48,27.25
project-beta,Compute Engine,n2-standard-4,2025-05-20,2025-05-20,14.08,20.86
project-beta,Cloud Storage,Egress,2025-05-20,2025-05-20,1.14,0.31
project-beta,BigQuery,Query Processing,2025-05-20,2025-05-20,31.49,61.55
project-beta,Cloud SQL,db-n1-standard-2,2025-05-20,2025-05-20,30.43,10.9
project-beta,Kubernetes Engine,GKE Nodes,2025-05-20,2025-05-20,36.27,34.69
project-alpha,Compute Engine,n2-standard-4,2025-05-21,2025-05-21,49.1,34.23
project-alpha,Cloud Storage,Nearline Storage,2025-05-21,2025-05-21,44.8,11.42
project-alpha,BigQuery,Query Processing,2025-05-21,2025-05-21,41.12,77.12
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-21,2025-05-21,28.04,31.74
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-21,2025-05-21,46.97,34.37
project-beta,Compute Engine,n2-highmem-8,2025-05-21,2025-05-21,37.06,58.5
project-beta,Cloud Storage,Egress,2025-05-21,2025-05-21,14.17,7.78
project-beta,BigQuery,Query Processing,2025-05-21,2025-05-21,14.4,18.46
project-beta,Cloud SQL,db-f1-micro,2025-05-21,2025-05-21,7.86,2.08
project-beta,Kubernetes Engine,GKE Nodes,2025-05-21,2025-05-21,17.52,28.39
project-alpha,Compute Engine,n2-standard-4,2025-05-22,2025-05-22,41.26,69.64
project-alpha,Cloud Storage,Standard Storage,2025-05-22,2025-05-22,2.37,1.82
project-alpha,BigQuery,Query Processing,2025-05-22,2025-05-22,9.6,3.72
project-alpha,Cloud SQL,db-f1-micro,2025-05-22,2025-05-22,7.72,8.38
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-22,2025-05-22,20.29,34.29
project-beta,Compute Engine,e2-standard-2,2025-05-22,2025-05-22,10.9,5.13
project-beta,Cloud Storage,Standard Storage,2025-05-22,2025-05-22,36.76,63.38
project-beta,BigQuery,Query Processing,2025-05-22,2025-05-22,24.05,15.03
project-beta,Cloud SQL,db-n1-standard-2,2025-05-22,2025-05-22,36.81,11.26
project-beta,Kubernetes Engine,GKE Nodes,2025-05-22,2025-05-22,8.63,9.75
project-alpha,Compute Engine,n2-highmem-8,2025-05-23,2025-05-23,15.04,10.15
project-alpha,Cloud Storage,Egress,2025-05-23,2025-05-23,11.92,6.73
project-alpha,BigQuery,Query Processing,2025-05-23,2025-05-23,30.57,34.16
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-23,2025-05-23,46.75,69.85
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-23,2025-05-23,8.94,13.88
project-beta,Compute Engine,e2-standard-2,2025-05-23,2025-05-23,5.5,10.66
project-beta,Cloud Storage,Egress,2025-05-23,2025-05-23,13.14,21.2
project-beta,BigQuery,Active Storage,2025-05-23,2025-05-23,11.34,10.98
project-beta,Cloud SQL,db-f1-micro,2025-05-23,2025-05-23,46.19,86.49
project-beta,Kubernetes Engine,GKE Nodes,2025-05-23,2025-05-23,6.93,13.63
project-alpha,Compute Engine,n2-standard-4,2025-05-24,2025-05-24,10.4,16.26
project-alpha,Cloud Storage,Nearline Storage,2025-05-24,2025-05-24,22.74,40.9
project-alpha,BigQuery,Query Processing,2025-05-24,2025-05-24,30.51,28.38
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-24,2025-05-24,17.94,26.15
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-24,2025-05-24,38.92,14.09
project-beta,Compute Engine,e2-standard-2,2025-05-24,2025-05-24,42.71,38.76
project-beta,Cloud Storage,Nearline Storage,2025-05-24,2025-05-24,4.02,4.0
project-beta,BigQuery,Query Processing,2025-05-24,2025-05-24,46.32,35.29
project-beta,Cloud SQL,db-f1-micro,2025-05-24,2025-05-24,2.95,0.93
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-24,2025-05-24,36.18,50.74
project-alpha,Compute Engine,e2-standard-2,2025-05-25,2025-05-25,9.03,13.14
project-alpha,Cloud Storage,Standard Storage,2025-05-25,2025-05-25,6.76,2.15
project-alpha,BigQuery,Active Storage,2025-05-25,2025-05-25,6.96,6.2
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-25,2025-05-25,49.75,95.47
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-25,2025-05-25,46.62,26.28
project-beta,Compute Engine,e2-standard-2,2025-05-25,2025-05-25,24.45,39.27
project-beta,Cloud Storage,Nearline Storage,2025-05-25,2025-05-25,32.04,19.88
project-beta,BigQuery,Query Processing,2025-05-25,2025-05-25,19.68,37.61
project-beta,Cloud SQL,db-n1-standard-2,2025-05-25,2025-05-25,17.34,16.04
project-beta,Kubernetes Engine,GKE Nodes,2025-05-25,2025-05-25,44.01,73.64
project-alpha,Compute Engine,n2-standard-4,2025-05-26,2025-05-26,35.7,7.43
project-alpha,Cloud Storage,Standard Storage,2025-05-26,2025-05-26,38.72,53.79
project-alpha,BigQuery,Query Processing,2025-05-26,2025-05-26,44.11,70.14
project-alpha,Cloud SQL,db-f1-micro,2025-05-26,2025-05-26,39.6,25.96
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-26,2025-05-26,14.42,10.97
project-beta,Compute Engine,e2-standard-2,2025-05-26,2025-05-26,8.53,4.04
project-beta,Cloud Storage,Standard Storage,2025-05-26,2025-05-26,40.16,8.81
project-beta,BigQuery,Active Storage,2025-05-26,2025-05-26,15.83,4.94
project-beta,Cloud SQL,db-f1-micro,2025-05-26,2025-05-26,18.95,6.28
project-beta,Kubernetes Engine,GKE Nodes,2025-05-26,2025-05-26,22.27,32.22
project-alpha,Compute Engine,e2-standard-2,2025-05-27,2025-05-27,36.03,34.57
project-alpha,Cloud Storage,Standard Storage,2025-05-27,2025-05-27,12.06,1.64
project-alpha,BigQuery,Query Processing,2025-05-27,2025-05-27,3.28,4.79
project-alpha,Cloud SQL,db-f1-micro,2025-05-27,2025-05-27,20.72,11.28
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-27,2025-05-27,2.95,3.94
project-beta,Compute Engine,e2-standard-2,2025-05-27,2025-05-27,8.17,11.33
project-beta,Cloud Storage,Egress,2025-05-27,2025-05-27,21.7,25.91
project-beta,BigQuery,Active Storage,2025-05-27,2025-05-27,40.99,69.3
project-beta,Cloud SQL,db-n1-standard-2,2025-05-27,2025-05-27,19.43,19.05
project-beta,Kubernetes Engine,GKE Nodes,2025-05-27,2025-05-27,4.09,6.89
project-alpha,Compute Engine,e2-standard-2,2025-05-28,2025-05-28,31.4,29.36
project-alpha,Cloud Storage,Egress,2025-05-28,2025-05-28,28.49,54.94
project-alpha,BigQuery,Query Processing,2025-05-28,2025-05-28,11.31,19.93
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-28,2025-05-28,46.47,46.65
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-28,2025-05-28,12.04,12.01
project-beta,Compute Engine,n2-standard-4,2025-05-28,2025-05-28,46.81,77.06
project-beta,Cloud Storage,Egress,2025-05-28,2025-05-28,25.55,15.01
project-beta,BigQuery,Active Storage,2025-05-28,2025-05-28,42.62,58.24
project-beta,Cloud SQL,db-n1-standard-2,2025-05-28,2025-05-28,24.52,29.01
project-beta,Kubernetes Engine,GKE Control Plane,2025-05-28,2025-05-28,22.07,29.15
project-alpha,Compute Engine,n2-highmem-8,2025-05-29,2025-05-29,37.83,67.89
project-alpha,Cloud Storage,Egress,2025-05-29,2025-05-29,26.81,42.94
project-alpha,BigQuery,Query Processing,2025-05-29,2025-05-29,25.55,50.47
project-alpha,Cloud SQL,db-f1-micro,2025-05-29,2025-05-29,5.77,1.23
project-alpha,Kubernetes Engine,GKE Control Plane,2025-05-29,2025-05-29,44.34,12.76
project-beta,Compute Engine,n2-highmem-8,2025-05-29,2025-05-29,37.73,5.42
project-beta,Cloud Storage,Standard Storage,2025-05-29,2025-05-29,46.45,54.37
project-beta,BigQuery,Query Processing,2025-05-29,2025-05-29,21.41,8.8
project-beta,Cloud SQL,db-n1-standard-2,2025-05-29,2025-05-29,37.57,14.59
project-beta,Kubernetes Engine,GKE Nodes,2025-05-29,2025-05-29,37.18,37.38
project-alpha,Compute Engine,n2-highmem-8,2025-05-30,2025-05-30,26.98,38.17
project-alpha,Cloud Storage,Standard Storage,2025-05-30,2025-05-30,24.45,13.62
project-alpha,BigQuery,Query Processing,2025-05-30,2025-05-30,3.04,3.25
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-30,2025-05-30,40.21,34.77
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-30,2025-05-30,19.31,2.9
project-beta,Compute Engine,e2-standard-2,2025-05-30,2025-05-30,29.77,58.79
project-beta,Cloud Storage,Standard Storage,2025-05-30,2025-05-30,14.75,7.31
project-beta,BigQuery,Query Processing,2025-05-30,2025-05-30,17.72,28.08
project-beta,Cloud SQL,db-n1-standard-2,2025-05-30,2025-05-30,47.11,58.85
project-beta,Kubernetes Engine,GKE Nodes,2025-05-30,2025-05-30,37.65,70.69
project-alpha,Compute Engine,n2-highmem-8,2025-05-31,2025-05-31,37.78,67.65
project-alpha,Cloud Storage,Egress,2025-05-31,2025-05-31,30.24,6.23
project-alpha,BigQuery,Query Processing,2025-05-31,2025-05-31,11.49,4.4
project-alpha,Cloud SQL,db-n1-standard-2,2025-05-31,2025-05-31,7.26,11.03
project-alpha,Kubernetes Engine,GKE Nodes,2025-05-31,2025-05-31,8.81,17.55
project-beta,Compute Engine,n2-highmem-8,2025-05-31,2025-05-31,15.22,17.16
project-beta,Cloud Storage,Nearline Storage,2025-05-31,2025-05-31,40.72,45.07
project-beta,BigQuery,Query Processing,2025-05-31,2025-05-31,28.86,27.15
project-beta,Cloud SQL,db-n1-standard-2,2025-05-31,2025-05-31,35.41,42.4
project-beta,Kubernetes Engine,GKE Nodes,2025-05-31,2025-05-31,1.49,1.49
project-alpha,Compute Engine,n2-standard-4,2025-06-01,2025-06-01,7.29,10.71
project-alpha,Cloud Storage,Egress,2025-06-01,2025-06-01,18.69,6.33
project-alpha,BigQuery,Query Processing,2025-06-01,2025-06-01,48.92,54.89
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-01,2025-06-01,44.61,23.49
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-01,2025-06-01,40.26,12.54
project-beta,Compute Engine,n2-highmem-8,2025-06-01,2025-06-01,1.98,3.47
project-beta,Cloud Storage,Egress,2025-06-01,2025-06-01,37.66,59.22
project-beta,BigQuery,Active Storage,2025-06-01,2025-06-01,35.11,46.16
project-beta,Cloud SQL,db-n1-standard-2,2025-06-01,2025-06-01,45.39,36.71
project-beta,Kubernetes Engine,GKE Nodes,2025-06-01,2025-06-01,13.24,10.28
project-alpha,Compute Engine,n2-standard-4,2025-06-02,2025-06-02,28.21,35.78
project-alpha,Cloud Storage,Egress,2025-06-02,2025-06-02,24.6,25.48
project-alpha,BigQuery,Active Storage,2025-06-02,2025-06-02,45.2,80.98
project-alpha,Cloud SQL,db-f1-micro,2025-06-02,2025-06-02,49.98,88.13
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-02,2025-06-02,7.1,10.66
project-beta,Compute Engine,n2-highmem-8,2025-06-02,2025-06-02,47.56,27.04
project-beta,Cloud Storage,Standard Storage,2025-06-02,2025-06-02,13.29,14.75
project-beta,BigQuery,Active Storage,2025-06-02,2025-06-02,18.09,26.43
project-beta,Cloud SQL,db-f1-micro,2025-06-02,2025-06-02,15.26,4.74
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-02,2025-06-02,19.33,33.35
project-alpha,Compute Engine,n2-standard-4,2025-06-03,2025-06-03,48.52,52.62
project-alpha,Cloud Storage,Standard Storage,2025-06-03,2025-06-03,31.72,53.62
project-alpha,BigQuery,Active Storage,2025-06-03,2025-06-03,8.38,1.03
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-03,2025-06-03,31.55,51.47
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-03,2025-06-03,14.75,29.02
project-beta,Compute Engine,n2-standard-4,2025-06-03,2025-06-03,11.74,4.73
project-beta,Cloud Storage,Nearline Storage,2025-06-03,2025-06-03,27.62,22.74
project-beta,BigQuery,Active Storage,2025-06-03,2025-06-03,11.83,3.13
project-beta,Cloud SQL,db-n1-standard-2,2025-06-03,2025-06-03,11.28,13.69
project-beta,Kubernetes Engine,GKE Nodes,2025-06-03,2025-06-03,6.01,10.81
project-alpha,Compute Engine,n2-standard-4,2025-06-04,2025-06-04,24.39,45.65
project-alpha,Cloud Storage,Standard Storage,2025-06-04,2025-06-04,31.85,12.87
project-alpha,BigQuery,Query Processing,2025-06-04,2025-06-04,29.77,36.28
project-alpha,Cloud SQL,db-n1-standard-2,2025-06-04,2025-06-04,7.76,2.26
project-alpha,Kubernetes Engine,GKE Nodes,2025-06-04,2025-06-04,14.46,17.93
project-beta,Compute Engine,n2-highmem-8,2025-06-04,2025-06-04,32.18,15.42
project-beta,Cloud Storage,Standard Storage,2025-06-04,2025-06-04,30.2,7.61
project-beta,BigQuery,Query Processing,2025-06-04,2025-06-04,29.37,48.82
project-beta,Cloud SQL,db-n1-standard-2,2025-06-04,2025-06-04,5.26,1.56
project-beta,Kubernetes Engine,GKE Nodes,2025-06-04,2025-06-04,44.68,53.42
project-alpha,Compute Engine,e2-standard-2,2025-06-05,2025-06-05,43.74,56.12
project-alpha,Cloud Storage,Nearline Storage,2025-06-05,2025-06-05,41.93,33.24
project-alpha,BigQuery,Active Storage,2025-06-05,2025-06-05,37.98,68.86
project-alpha,Cloud SQL,db-f1-micro,2025-06-05,2025-06-05,29.54,13.72
project-alpha,Kubernetes Engine,GKE Control Plane,2025-06-05,2025-06-05,4.75,4.89
project-beta,Compute Engine,n2-highmem-8,2025-06-05,2025-06-05,36.62,8.34
project-beta,Cloud Storage,Egress,2025-06-05,2025-06-05,40.3,71.47
project-beta,BigQuery,Query Processing,2025-06-05,2025-06-05,37.96,64.77
project-beta,Cloud SQL,db-n1-standard-2,2025-06-05,2025-06-05,35.01,22.78
project-beta,Kubernetes Engine,GKE Control Plane,2025-06-05,2025-06-05,31.41,61.44
project-alpha,Compute Engine,e2-standard-2,2025-06-06,2025-06-06,11.7,22.42
project-alpha,Cloud Storage,Egress,2025-06-06,2025-06-06,39.97,78.27
project-alpha,BigQuery,Active Storage,2025-06-06,2025-06-06,45.04,26.39
